query_id,true_id,k,order_type,retrieved_docs,generated_code,pass@1,result_details
0,HumanEval/0,0,normal,[],"from typing import List

def has_close_elements(numbers: List[float], threshold: float) -> bool:
    numbers.sort()
    for i in range(len(numbers) - 1):
        if numbers[i + 1] - numbers[i] <= threshold:
            return True
    return False",1.0,"defaultdict(<class 'list'>, {0: [(0, {'task_id': 0, 'passed': True, 'result': 'passed', 'completion_id': 0})]})"
0,HumanEval/0,1,normal,['HumanEval/0'],"from typing import List

def has_close_elements(lst: List[float], threshold: float) -> bool:
    for i in range(len(lst)):
        for j in range(i + 1, len(lst)):
            if abs(lst[i] - lst[j]) < threshold:
                return True
    return False",1.0,"defaultdict(<class 'list'>, {0: [(0, {'task_id': 0, 'passed': True, 'result': 'passed', 'completion_id': 0})]})"
0,HumanEval/0,5,normal,"['HumanEval/0', 'HumanEval/52', '433', 'HumanEval/3', 'HumanEval/26']","from typing import List

def has_close_elements(lst: List[float], threshold: float) -> bool:
    lst.sort()
    for i in range(len(lst) - 1):
        if lst[i + 1] - lst[i] < threshold:
            return True
    return False",1.0,"defaultdict(<class 'list'>, {0: [(0, {'task_id': 0, 'passed': True, 'result': 'passed', 'completion_id': 0})]})"
0,HumanEval/0,10,normal,"['HumanEval/0', 'HumanEval/52', '433', 'HumanEval/3', 'HumanEval/26', 'HumanEval/21', 'HumanEval/25', 'HumanEval/7', '342', 'HumanEval/20']","from typing import List

def has_close_elements(lst: List[float], threshold: float) -> bool:
    for i in range(len(lst)):
        for j in range(i + 1, len(lst)):
            if abs(lst[i] - lst[j]) < threshold:
                return True
    return False",1.0,"defaultdict(<class 'list'>, {0: [(0, {'task_id': 0, 'passed': True, 'result': 'passed', 'completion_id': 0})]})"
1,HumanEval/1,0,normal,[],"from typing import List

def separate_paren_groups(paren_string: str) -> List[str]:
    paren_string = paren_string.replace(' ', '')
    groups = []
    group = ''
    stack = []
    for char in paren_string:
        if char == '(':
            stack.append(char)
            group += char
        elif char == ')':
            if stack:
                stack.pop()
                group += char
                if not stack:
                    groups.append(group)
                    group = ''
            else:
                group += char
        else:
            group += char
    return groups",1.0,"defaultdict(<class 'list'>, {0: [(0, {'task_id': 0, 'passed': True, 'result': 'passed', 'completion_id': 0})]})"
1,HumanEval/1,1,normal,['HumanEval/6'],"from typing import List

def separate_paren_groups(s: str) -> List[str]:
    result = []
    current_group = ''
    count = 0
    for char in s:
        if char == '(':
            count += 1
            current_group += char
        elif char == ')':
            count -= 1
            current_group += char
            if count == 0:
                result.append(current_group)
                current_group = ''
        else:
            current_group += char
    return result",1.0,"defaultdict(<class 'list'>, {0: [(0, {'task_id': 0, 'passed': True, 'result': 'passed', 'completion_id': 0})]})"
1,HumanEval/1,5,normal,"['HumanEval/6', '305', '157', 'HumanEval/17', 'HumanEval/19']","from typing import List

def separate_paren_group(s: str) -> List[str]]:
    result = []
    temp = ''
    count = 0
    for char in s:
        if char == '(':
            count += 1
            temp += char
        elif char == ')':
            count -= 1
            temp += char
            if count == 0:
                result.append(temp)
                temp = ''
        else:
            temp += char
    return result",0.0,entry point not found
1,HumanEval/1,10,normal,"['HumanEval/6', '305', '157', 'HumanEval/17', 'HumanEval/19', '374', '778', '73', 'HumanEval/1', 'HumanEval/29']","def parse_paren_group(s):
    stack = []
    max_group = 0
    for c in s:
        if c == '(':
            stack.append(c)
            max_group = max(max_group, len(stack))
        elif c == ')':
            stack.pop()
    return max_group",0.0,entry point not found
2,HumanEval/2,0,normal,[],"import math

def truncate_number(number: float) -> float:
    return number - math.floor(number)",1.0,"defaultdict(<class 'list'>, {0: [(0, {'task_id': 0, 'passed': True, 'result': 'passed', 'completion_id': 0})]})"
2,HumanEval/2,1,normal,['HumanEval/99'],"def truncate_number(var_0):
    from math import floor, ceil
    if var_0.count('.') == 1:
        while var_0[-1] == '0':
            var_0 = var_0[:-1]
    var_1 = float(var_0)
    if var_0[-2:] == '.5':
        if var_0[-1] == '5':
            var_2 = ceil(var_0)
        else:
            var_2 = floor(var_0)
    elif len(var_0) > 0:
        var_2 = int(round(var_0))
    else:
        var_2 = 0
    return var_2",1.0,"defaultdict(<class 'list'>, {0: [(0, {'task_id': 0, 'passed': True, 'result': 'passed', 'completion_id': 0})]})"
